order_id,customer_id,product_id,quantity,order_date,first_name,last_name,email,state,product_name,category,price,year,month,month_name,total_sales
44,189,103,1,2024-04-24,Diane,Lewis,pmarquez@example.net,FL,Desk,Furniture,299.99,2024,4,April,299.99
46,104,105,4,2024-05-16,Nancy,Buckley,yfisher@example.org,NY,Monitor,Electronics,199.99,2024,5,May,799.96
47,180,103,1,2024-11-14,Charles,Bonilla,janice57@example.com,TX,Desk,Furniture,299.99,2024,11,November,299.99
48,121,102,5,2024-04-10,Laura,Hernandez,barbaramaynard@example.net,CA,Phone,Electronics,699.99,2024,4,April,3499.95
49,52,102,4,2024-06-20,Ashley,Preston,lauren62@example.org,FL,Phone,Electronics,699.99,2024,6,June,2799.96
51,57,102,5,2024-04-18,Brenda,Cochran,wchristensen@example.net,FL,Phone,Electronics,699.99,2024,4,April,3499.95
53,117,103,1,2024-04-24,Hannah,Myers,simonstephanie@example.net,FL,Desk,Furniture,299.99,2024,4,April,299.99
54,59,103,3,2024-11-12,Anthony,Jones,lbartlett@example.net,FL,Desk,Furniture,299.99,2024,11,November,899.97
55,170,104,4,2024-12-31,Scott,Higgins,ypope@example.net,VA,Chair,Furniture,129.99,2024,12,December,519.96
56,40,105,2,2024-03-08,Tanner,Richardson,colleen76@example.org,NY,Monitor,Electronics,199.99,2024,3,March,399.98
57,120,104,3,2024-10-31,Brian,Parker,anthonycole@example.com,FL,Chair,Furniture,129.99,2024,10,October,389.97
58,125,101,4,2024-11-06,Gabriella,Farrell,ysanford@example.net,NY,Laptop,Electronics,899.99,2024,11,November,3599.96
59,32,101,1,2024-10-10,Michelle,Green,cynthia85@example.com,NY,Laptop,Electronics,899.99,2024,10,October,899.99
60,183,101,5,2024-03-02,Patrick,Jimenez,campbelllindsey@example.org,NY,Laptop,Electronics,899.99,2024,3,March,4499.95
61,22,105,5,2024-05-15,Ryan,Martinez,kristine58@example.com,FL,Monitor,Electronics,199.99,2024,5,May,999.95
62,108,103,4,2024-12-03,Michael,Flores,mary94@example.org,CA,Desk,Furniture,299.99,2024,12,December,1199.96
63,199,102,4,2024-03-09,Stacy,Oliver,qpatel@example.org,TX,Phone,Electronics,699.99,2024,3,March,2799.96
64,114,102,2,2024-04-23,Jennifer,Holt,andrew80@example.org,VA,Phone,Electronics,699.99,2024,4,April,1399.98
66,142,103,1,2024-09-13,Lauren,Johnson,todd83@example.net,CA,Desk,Furniture,299.99,2024,9,September,299.99
67,193,105,5,2024-02-26,Laura,Figueroa,kurt05@example.com,VA,Monitor,Electronics,199.99,2024,2,February,999.95
68,179,105,2,2024-10-26,Eric,King,rjackson@example.com,CA,Monitor,Electronics,199.99,2024,10,October,399.98
69,109,102,2,2024-05-15,Raymond,Moreno,amontgomery@example.com,FL,Phone,Electronics,699.99,2024,5,May,1399.98
70,91,103,1,2024-03-03,Richard,Woods,josephbutler@example.com,NY,Desk,Furniture,299.99,2024,3,March,299.99
71,98,105,4,2024-01-18,Elizabeth,Hahn,william48@example.net,FL,Monitor,Electronics,199.99,2024,1,January,799.96
72,170,104,2,2024-06-12,Scott,Higgins,ypope@example.net,VA,Chair,Furniture,129.99,2024,6,June,259.98
74,71,101,4,2024-05-21,Adrian,Carlson,melissa95@example.com,FL,Laptop,Electronics,899.99,2024,5,May,3599.96
75,92,105,1,2024-07-20,Elizabeth,Wood,djenkins@example.org,CA,Monitor,Electronics,199.99,2024,7,July,199.99
76,164,104,3,2024-07-25,David,Decker,tbentley@example.org,TX,Chair,Furniture,129.99,2024,7,July,389.97
77,33,103,5,2024-09-16,Lisa,Bautista,probinson@example.net,NY,Desk,Furniture,299.99,2024,9,September,1499.95
78,72,104,3,2024-12-31,Travis,Shaw,jennaanderson@example.org,CA,Chair,Furniture,129.99,2024,12,December,389.97
79,42,101,5,2024-04-26,Amanda,Wilson,gibsonpatrick@example.com,NY,Laptop,Electronics,899.99,2024,4,April,4499.95
80,36,105,2,2024-06-01,Kim,Gill,murraylindsey@example.org,VA,Monitor,Electronics,199.99,2024,6,June,399.98
81,135,102,3,2024-12-27,Lydia,Phillips,ashley37@example.com,CA,Phone,Electronics,699.99,2024,12,December,2099.9700000000003
82,61,103,5,2024-03-30,David,Parks,mariamyers@example.org,CA,Desk,Furniture,299.99,2024,3,March,1499.95
83,116,102,3,2024-07-30,Jesus,Grant,rschmidt@example.net,FL,Phone,Electronics,699.99,2024,7,July,2099.9700000000003
84,199,103,2,2024-04-21,Stacy,Oliver,qpatel@example.org,TX,Desk,Furniture,299.99,2024,4,April,599.98
85,2,105,2,2024-02-15,Chad,Harrison,kenneth20@example.net,TX,Monitor,Electronics,199.99,2024,2,February,399.98
86,91,101,1,2024-08-28,Richard,Woods,josephbutler@example.com,NY,Laptop,Electronics,899.99,2024,8,August,899.99
87,90,103,2,2024-12-04,Joseph,Walker,wilsonjessica@example.org,TX,Desk,Furniture,299.99,2024,12,December,599.98
89,65,105,4,2024-10-17,Robert,Lee,jonathanwallace@example.net,NY,Monitor,Electronics,199.99,2024,10,October,799.96
90,115,103,3,2024-11-10,Kimberly,Crawford,rodriguezashley@example.net,TX,Desk,Furniture,299.99,2024,11,November,899.97
91,179,103,1,2024-10-21,Eric,King,rjackson@example.com,CA,Desk,Furniture,299.99,2024,10,October,299.99
93,17,103,4,2024-03-19,Jesus,Riddle,lwright@example.net,FL,Desk,Furniture,299.99,2024,3,March,1199.96
94,174,103,2,2024-09-11,Joseph,Fisher,nathaniel71@example.com,TX,Desk,Furniture,299.99,2024,9,September,599.98
95,21,103,3,2024-11-18,Natasha,Morris,qcochran@example.org,TX,Desk,Furniture,299.99,2024,11,November,899.97
96,24,103,3,2024-07-02,William,Wright,garrett16@example.net,TX,Desk,Furniture,299.99,2024,7,July,899.97
97,191,101,5,2024-07-11,Teresa,Lopez,pamelajohnson@example.net,TX,Laptop,Electronics,899.99,2024,7,July,4499.95
99,91,102,2,2024-11-16,Richard,Woods,josephbutler@example.com,NY,Phone,Electronics,699.99,2024,11,November,1399.98
100,124,102,2,2024-11-24,Deanna,Phillips,gabriellabond@example.net,TX,Phone,Electronics,699.99,2024,11,November,1399.98
102,165,101,5,2024-06-02,Susan,Ward,traceymassey@example.org,TX,Laptop,Electronics,899.99,2024,6,June,4499.95
103,73,104,3,2024-10-27,Brandon,Ewing,fallen@example.net,CA,Chair,Furniture,129.99,2024,10,October,389.97
104,177,105,2,2024-06-15,Melinda,Henry,tanyadrake@example.com,TX,Monitor,Electronics,199.99,2024,6,June,399.98
106,175,101,4,2024-12-12,Jack,Thomas,petersonnicole@example.org,TX,Laptop,Electronics,899.99,2024,12,December,3599.96
107,189,102,2,2024-11-30,Diane,Lewis,pmarquez@example.net,FL,Phone,Electronics,699.99,2024,11,November,1399.98
108,75,103,1,2024-02-23,Drew,Rangel,udominguez@example.org,VA,Desk,Furniture,299.99,2024,2,February,299.99
109,186,102,1,2024-03-15,Kristy,Cortez,medinatanya@example.net,FL,Phone,Electronics,699.99,2024,3,March,699.99
110,101,104,3,2024-12-03,Christian,Goodwin,finleychristopher@example.com,FL,Chair,Furniture,129.99,2024,12,December,389.97
111,102,101,1,2024-06-06,Melissa,Thomas,jennifercox@example.org,FL,Laptop,Electronics,899.99,2024,6,June,899.99
112,67,102,3,2024-03-25,Natalie,Calhoun,obrienjane@example.net,CA,Phone,Electronics,699.99,2024,3,March,2099.9700000000003
113,173,104,5,2024-08-05,Brian,Dorsey,sford@example.org,VA,Chair,Furniture,129.99,2024,8,August,649.95
114,144,105,2,2024-11-01,Donald,Sawyer,smithvalerie@example.org,CA,Monitor,Electronics,199.99,2024,11,November,399.98
115,28,101,2,2024-01-09,Kimberly,Johnson,brittany14@example.net,FL,Laptop,Electronics,899.99,2024,1,January,1799.98
116,130,101,2,2024-05-31,Emily,Rios,davidcarter@example.net,CA,Laptop,Electronics,899.99,2024,5,May,1799.98
117,193,103,3,2024-12-20,Laura,Figueroa,kurt05@example.com,VA,Desk,Furniture,299.99,2024,12,December,899.97
118,115,102,3,2024-10-17,Kimberly,Crawford,rodriguezashley@example.net,TX,Phone,Electronics,699.99,2024,10,October,2099.9700000000003
119,133,105,1,2024-06-28,Sherry,Williams,clintonwarren@example.net,NY,Monitor,Electronics,199.99,2024,6,June,199.99
121,135,104,5,2024-08-07,Lydia,Phillips,ashley37@example.com,CA,Chair,Furniture,129.99,2024,8,August,649.95
122,109,102,5,2024-11-27,Raymond,Moreno,amontgomery@example.com,FL,Phone,Electronics,699.99,2024,11,November,3499.95
123,79,105,5,2024-05-14,Latasha,Farmer,eduncan@example.org,VA,Monitor,Electronics,199.99,2024,5,May,999.95
125,190,105,2,2024-02-05,Kristi,Robles,rstevens@example.net,CA,Monitor,Electronics,199.99,2024,2,February,399.98
126,26,104,4,2024-12-30,Mike,Harris,raymondflores@example.com,NY,Chair,Furniture,129.99,2024,12,December,519.96
127,145,101,4,2024-11-07,Paul,Robinson,susanelliott@example.org,NY,Laptop,Electronics,899.99,2024,11,November,3599.96
128,142,105,3,2024-12-05,Lauren,Johnson,todd83@example.net,CA,Monitor,Electronics,199.99,2024,12,December,599.97
129,62,104,5,2024-11-17,Kimberly,Hamilton,waynesmith@example.com,FL,Chair,Furniture,129.99,2024,11,November,649.95
130,97,103,5,2024-07-30,Daniel,Gallagher,randalldurham@example.net,CA,Desk,Furniture,299.99,2024,7,July,1499.95
131,10,103,2,2024-01-21,William,Smith,ericksonwalter@example.org,CA,Desk,Furniture,299.99,2024,1,January,599.98
132,148,105,4,2024-03-12,Wesley,Barber,rodriguezkevin@example.org,FL,Monitor,Electronics,199.99,2024,3,March,799.96
133,138,101,2,2024-08-02,James,Lawson,khenderson@example.net,TX,Laptop,Electronics,899.99,2024,8,August,1799.98
134,160,103,5,2024-12-10,Tammy,Gregory,jenkinsjason@example.org,FL,Desk,Furniture,299.99,2024,12,December,1499.95
135,106,105,3,2024-06-04,Kyle,Pitts,kathryn24@example.org,NY,Monitor,Electronics,199.99,2024,6,June,599.97
136,62,104,3,2024-08-18,Kimberly,Hamilton,waynesmith@example.com,FL,Chair,Furniture,129.99,2024,8,August,389.97
137,36,103,1,2024-07-19,Kim,Gill,murraylindsey@example.org,VA,Desk,Furniture,299.99,2024,7,July,299.99
138,35,104,2,2024-04-30,Logan,Glover,robyn80@example.org,CA,Chair,Furniture,129.99,2024,4,April,259.98
140,95,104,5,2024-01-09,Matthew,Taylor,sararice@example.net,FL,Chair,Furniture,129.99,2024,1,January,649.95
141,45,101,3,2024-08-03,Stacey,Hopkins,christopher39@example.com,NY,Laptop,Electronics,899.99,2024,8,August,2699.9700000000003
142,32,104,2,2024-09-05,Michelle,Green,cynthia85@example.com,NY,Chair,Furniture,129.99,2024,9,September,259.98
143,75,105,2,2024-08-23,Drew,Rangel,udominguez@example.org,VA,Monitor,Electronics,199.99,2024,8,August,399.98
144,161,102,5,2024-12-16,Sydney,Walker,ramirezalison@example.com,NY,Phone,Electronics,699.99,2024,12,December,3499.95
145,162,103,2,2024-04-07,Melissa,Kelly,patrickbuck@example.net,CA,Desk,Furniture,299.99,2024,4,April,599.98
146,152,101,2,2024-08-07,Sherry,Delacruz,pmorris@example.org,TX,Laptop,Electronics,899.99,2024,8,August,1799.98
147,55,103,1,2024-06-18,Robin,Hall,brooksjacob@example.com,CA,Desk,Furniture,299.99,2024,6,June,299.99
149,21,105,4,2024-10-29,Natasha,Morris,qcochran@example.org,TX,Monitor,Electronics,199.99,2024,10,October,799.96
150,160,105,1,2024-01-25,Tammy,Gregory,jenkinsjason@example.org,FL,Monitor,Electronics,199.99,2024,1,January,199.99
151,57,105,5,2024-01-14,Brenda,Cochran,wchristensen@example.net,FL,Monitor,Electronics,199.99,2024,1,January,999.95
152,137,101,2,2024-08-13,Lisa,Evans,oneillamanda@example.org,TX,Laptop,Electronics,899.99,2024,8,August,1799.98
153,55,101,1,2024-12-22,Robin,Hall,brooksjacob@example.com,CA,Laptop,Electronics,899.99,2024,12,December,899.99
154,136,101,4,2024-06-19,Ross,Tyler,williamssamuel@example.org,VA,Laptop,Electronics,899.99,2024,6,June,3599.96
155,173,102,2,2024-05-31,Brian,Dorsey,sford@example.org,VA,Phone,Electronics,699.99,2024,5,May,1399.98
156,41,104,3,2024-05-09,Jeffrey,Finley,sbass@example.net,CA,Chair,Furniture,129.99,2024,5,May,389.97
157,113,101,2,2024-04-27,Shelby,Garcia,mindychavez@example.org,VA,Laptop,Electronics,899.99,2024,4,April,1799.98
158,133,102,2,2024-08-14,Sherry,Williams,clintonwarren@example.net,NY,Phone,Electronics,699.99,2024,8,August,1399.98
159,68,105,5,2024-04-30,Brittney,Banks,pcook@example.org,VA,Monitor,Electronics,199.99,2024,4,April,999.95
160,174,102,4,2024-07-11,Joseph,Fisher,nathaniel71@example.com,TX,Phone,Electronics,699.99,2024,7,July,2799.96
161,33,101,4,2024-05-27,Lisa,Bautista,probinson@example.net,NY,Laptop,Electronics,899.99,2024,5,May,3599.96
162,47,101,2,2024-04-28,Katherine,Odonnell,oflores@example.com,TX,Laptop,Electronics,899.99,2024,4,April,1799.98
163,57,105,3,2024-02-23,Brenda,Cochran,wchristensen@example.net,FL,Monitor,Electronics,199.99,2024,2,February,599.97
164,178,101,2,2024-04-26,Thomas,Murphy,joshua54@example.com,NY,Laptop,Electronics,899.99,2024,4,April,1799.98
165,128,102,5,2024-12-24,Shane,Oneal,zimmermanandre@example.net,VA,Phone,Electronics,699.99,2024,12,December,3499.95
167,89,101,2,2024-11-07,Barbara,Salas,robertsjulie@example.org,VA,Laptop,Electronics,899.99,2024,11,November,1799.98
169,120,103,3,2024-11-19,Brian,Parker,anthonycole@example.com,FL,Desk,Furniture,299.99,2024,11,November,899.97
170,7,105,1,2024-10-27,Jacob,Johnson,wilsonjason@example.org,CA,Monitor,Electronics,199.99,2024,10,October,199.99
171,50,104,2,2024-09-03,Scott,Simon,xedwards@example.net,CA,Chair,Furniture,129.99,2024,9,September,259.98
172,196,103,3,2024-10-23,James,Newton,annataylor@example.net,VA,Desk,Furniture,299.99,2024,10,October,899.97
173,194,103,2,2024-04-14,Rebecca,Hampton,alexisnelson@example.net,FL,Desk,Furniture,299.99,2024,4,April,599.98
174,54,104,3,2024-08-05,James,Ford,wlynch@example.net,TX,Chair,Furniture,129.99,2024,8,August,389.97
175,144,103,4,2024-04-17,Donald,Sawyer,smithvalerie@example.org,CA,Desk,Furniture,299.99,2024,4,April,1199.96
176,142,105,5,2024-07-02,Lauren,Johnson,todd83@example.net,CA,Monitor,Electronics,199.99,2024,7,July,999.95
177,200,103,3,2024-01-15,Zachary,Hodge,stephanie70@example.net,VA,Desk,Furniture,299.99,2024,1,January,899.97
178,93,103,2,2024-06-06,Sean,Baker,zerickson@example.net,FL,Desk,Furniture,299.99,2024,6,June,599.98
179,180,103,5,2024-03-15,Charles,Bonilla,janice57@example.com,TX,Desk,Furniture,299.99,2024,3,March,1499.95
180,182,104,1,2024-07-02,Bruce,Sullivan,williamsandres@example.net,TX,Chair,Furniture,129.99,2024,7,July,129.99
181,150,105,1,2024-02-27,Mary,Barker,tim65@example.net,CA,Monitor,Electronics,199.99,2024,2,February,199.99
182,40,104,2,2024-01-21,Tanner,Richardson,colleen76@example.org,NY,Chair,Furniture,129.99,2024,1,January,259.98
184,98,104,2,2024-07-11,Elizabeth,Hahn,william48@example.net,FL,Chair,Furniture,129.99,2024,7,July,259.98
185,90,101,4,2024-09-08,Joseph,Walker,wilsonjessica@example.org,TX,Laptop,Electronics,899.99,2024,9,September,3599.96
186,173,101,3,2024-03-08,Brian,Dorsey,sford@example.org,VA,Laptop,Electronics,899.99,2024,3,March,2699.9700000000003
187,153,105,5,2024-11-16,Craig,Boyer,sandramiranda@example.org,TX,Monitor,Electronics,199.99,2024,11,November,999.95
188,159,103,5,2024-07-25,Melanie,Sanchez,tina10@example.net,TX,Desk,Furniture,299.99,2024,7,July,1499.95
189,40,105,3,2024-11-22,Tanner,Richardson,colleen76@example.org,NY,Monitor,Electronics,199.99,2024,11,November,599.97
191,64,104,2,2024-02-14,Tyler,Clark,howardrobert@example.org,TX,Chair,Furniture,129.99,2024,2,February,259.98
192,148,105,3,2024-09-10,Wesley,Barber,rodriguezkevin@example.org,FL,Monitor,Electronics,199.99,2024,9,September,599.97
193,89,104,5,2024-12-31,Barbara,Salas,robertsjulie@example.org,VA,Chair,Furniture,129.99,2024,12,December,649.95
194,66,102,2,2024-08-02,Willie,Barnett,alexiswilson@example.org,TX,Phone,Electronics,699.99,2024,8,August,1399.98
195,95,102,4,2024-01-11,Matthew,Taylor,sararice@example.net,FL,Phone,Electronics,699.99,2024,1,January,2799.96
196,157,104,1,2024-09-23,Kathleen,Figueroa,raymond57@example.com,FL,Chair,Furniture,129.99,2024,9,September,129.99
197,99,103,2,2024-06-03,Dominic,Green,isaacrice@example.org,TX,Desk,Furniture,299.99,2024,6,June,599.98
198,171,104,5,2024-08-08,Barbara,Moore,dukejames@example.com,TX,Chair,Furniture,129.99,2024,8,August,649.95
199,26,101,4,2024-07-30,Mike,Harris,raymondflores@example.com,NY,Laptop,Electronics,899.99,2024,7,July,3599.96
201,110,102,4,2024-02-09,James,Gutierrez,burtoneric@example.net,FL,Phone,Electronics,699.99,2024,2,February,2799.96
202,106,102,1,2024-11-03,Kyle,Pitts,kathryn24@example.org,NY,Phone,Electronics,699.99,2024,11,November,699.99
203,186,102,2,2024-02-06,Kristy,Cortez,medinatanya@example.net,FL,Phone,Electronics,699.99,2024,2,February,1399.98
204,50,105,3,2024-11-10,Scott,Simon,xedwards@example.net,CA,Monitor,Electronics,199.99,2024,11,November,599.97
205,54,104,5,2024-08-19,James,Ford,wlynch@example.net,TX,Chair,Furniture,129.99,2024,8,August,649.95
206,97,103,5,2024-01-30,Daniel,Gallagher,randalldurham@example.net,CA,Desk,Furniture,299.99,2024,1,January,1499.95
207,50,104,3,2024-01-30,Scott,Simon,xedwards@example.net,CA,Chair,Furniture,129.99,2024,1,January,389.97
208,109,104,5,2024-11-20,Raymond,Moreno,amontgomery@example.com,FL,Chair,Furniture,129.99,2024,11,November,649.95
209,68,105,3,2024-03-14,Brittney,Banks,pcook@example.org,VA,Monitor,Electronics,199.99,2024,3,March,599.97
210,87,101,3,2024-10-13,Shane,Schwartz,zcollins@example.org,TX,Laptop,Electronics,899.99,2024,10,October,2699.9700000000003
211,134,102,2,2024-10-04,Priscilla,Wilson,smithjennifer@example.com,VA,Phone,Electronics,699.99,2024,10,October,1399.98
212,96,105,4,2024-10-04,Randy,Davis,xhart@example.net,FL,Monitor,Electronics,199.99,2024,10,October,799.96
213,95,105,4,2024-06-24,Matthew,Taylor,sararice@example.net,FL,Monitor,Electronics,199.99,2024,6,June,799.96
214,37,104,5,2024-07-22,Derrick,Le,mary86@example.org,NY,Chair,Furniture,129.99,2024,7,July,649.95
215,2,102,3,2024-05-24,Chad,Harrison,kenneth20@example.net,TX,Phone,Electronics,699.99,2024,5,May,2099.9700000000003
216,50,103,4,2024-05-27,Scott,Simon,xedwards@example.net,CA,Desk,Furniture,299.99,2024,5,May,1199.96
217,99,102,1,2024-09-15,Dominic,Green,isaacrice@example.org,TX,Phone,Electronics,699.99,2024,9,September,699.99
220,196,105,3,2024-03-19,James,Newton,annataylor@example.net,VA,Monitor,Electronics,199.99,2024,3,March,599.97
221,101,103,3,2024-04-25,Christian,Goodwin,finleychristopher@example.com,FL,Desk,Furniture,299.99,2024,4,April,899.97
222,67,104,3,2024-07-06,Natalie,Calhoun,obrienjane@example.net,CA,Chair,Furniture,129.99,2024,7,July,389.97
223,15,102,3,2024-02-27,Jennifer,Valencia,markwalls@example.net,VA,Phone,Electronics,699.99,2024,2,February,2099.9700000000003
224,1,101,2,2024-05-05,Erika,Ferguson,morgan43@example.net,NY,Laptop,Electronics,899.99,2024,5,May,1799.98
225,165,101,3,2024-08-31,Susan,Ward,traceymassey@example.org,TX,Laptop,Electronics,899.99,2024,8,August,2699.9700000000003
226,82,105,2,2024-09-03,Cynthia,Delgado,gdowns@example.com,TX,Monitor,Electronics,199.99,2024,9,September,399.98
227,167,102,1,2024-10-17,Karen,Hernandez,ldalton@example.com,VA,Phone,Electronics,699.99,2024,10,October,699.99
228,180,105,2,2024-02-18,Charles,Bonilla,janice57@example.com,TX,Monitor,Electronics,199.99,2024,2,February,399.98
229,101,104,1,2024-10-01,Christian,Goodwin,finleychristopher@example.com,FL,Chair,Furniture,129.99,2024,10,October,129.99
230,190,101,2,2024-10-13,Kristi,Robles,rstevens@example.net,CA,Laptop,Electronics,899.99,2024,10,October,1799.98
231,179,104,2,2024-08-04,Eric,King,rjackson@example.com,CA,Chair,Furniture,129.99,2024,8,August,259.98
232,38,104,5,2024-10-06,Vicki,Lee,jramos@example.org,VA,Chair,Furniture,129.99,2024,10,October,649.95
233,132,102,3,2024-11-24,Michael,Clark,aprilramsey@example.net,TX,Phone,Electronics,699.99,2024,11,November,2099.9700000000003
234,22,105,3,2024-11-28,Ryan,Martinez,kristine58@example.com,FL,Monitor,Electronics,199.99,2024,11,November,599.97
235,183,102,2,2024-11-27,Patrick,Jimenez,campbelllindsey@example.org,NY,Phone,Electronics,699.99,2024,11,November,1399.98
236,55,102,5,2024-01-20,Robin,Hall,brooksjacob@example.com,CA,Phone,Electronics,699.99,2024,1,January,3499.95
237,102,105,4,2024-01-25,Melissa,Thomas,jennifercox@example.org,FL,Monitor,Electronics,199.99,2024,1,January,799.96
238,22,105,2,2024-04-17,Ryan,Martinez,kristine58@example.com,FL,Monitor,Electronics,199.99,2024,4,April,399.98
239,148,103,5,2024-09-17,Wesley,Barber,rodriguezkevin@example.org,FL,Desk,Furniture,299.99,2024,9,September,1499.95
240,183,103,1,2024-04-13,Patrick,Jimenez,campbelllindsey@example.org,NY,Desk,Furniture,299.99,2024,4,April,299.99
241,186,104,1,2024-04-06,Kristy,Cortez,medinatanya@example.net,FL,Chair,Furniture,129.99,2024,4,April,129.99
242,66,102,5,2024-09-12,Willie,Barnett,alexiswilson@example.org,TX,Phone,Electronics,699.99,2024,9,September,3499.95
243,198,105,5,2024-10-03,Julie,Bailey,elizabethsmith@example.org,VA,Monitor,Electronics,199.99,2024,10,October,999.95
244,3,101,2,2024-08-19,Lisa,Garcia,cunninghamtimothy@example.com,CA,Laptop,Electronics,899.99,2024,8,August,1799.98
245,148,105,2,2024-02-24,Wesley,Barber,rodriguezkevin@example.org,FL,Monitor,Electronics,199.99,2024,2,February,399.98
246,95,105,5,2024-03-10,Matthew,Taylor,sararice@example.net,FL,Monitor,Electronics,199.99,2024,3,March,999.95
247,158,104,4,2024-06-16,Jeffrey,Armstrong,velezcorey@example.com,VA,Chair,Furniture,129.99,2024,6,June,519.96
248,64,104,2,2024-04-15,Tyler,Clark,howardrobert@example.org,TX,Chair,Furniture,129.99,2024,4,April,259.98
